Unnamed: 0,CPU cores,CPU freq,CPU model,RAM,ROM,SIM cards,battery,brand,charging port,comments,front camera,model,month,price,rear camera,rear camera specs,resolution,screen material,screen size,weight,year
100003884540,,,麒麟710,,,2个,3340.0,HUAWEI,Type-C,130000.0,,nova 4e,3月,1999.0,3.0,,2496960.0,LTPS,6.15,159,2019年
100004771696,八核,,Helio P35,4.0,64.0,2个,3000.0,,Micro USB,110000.0,800万像素,小米Play,4月,749.0,2.0,1200万+200万像素,2462400.0,,5.84,150,2019年
100005979474,八核,,骁龙439,2.0,32.0,2个,4000.0,XIAOMI,Micro USB,20000.0,500万像素,Redmi 7A,5月,599.0,1.0,1300万像素,1036800.0,,5.45,165,2019年
100000822981,八核,2×Cortex A76 2.6GHz+ 2×Cortex A76 1.92GHz  + 4×Cortex A55 1.8GHz ,麒麟980,6.0,128.0,2个,4000.0,HUAWEI,Type-C,360000.0,2400万像素,Mate 20,10月,3699.0,3.0,1600万像素+1200万像素+800万像素,2423520.0,TFT,6.53,188,2018年
100002677997,八核,,骁龙632,3.0,32.0,2个,4000.0,XIAOMI,Micro USB,230000.0,800万像素,红米7,3月,799.0,2.0,1200万+200万像素,1094400.0,,6.26,180,2019年
100001485602,八核,,骁龙626,4.0,32.0,2个,3260.0,vivo,Micro USB,170000.0,1600万像素,Z1,11月,749.0,2.0,1600万+200万像素,2462400.0,LCD,6.26,149,2018年
100000177762,,,,,256.0,1个,,Apple,Lightning（iPhone）,210000.0,700万像素,iPhone XS,9月,8699.0,2.0,双1200万像素,2740500.0,OLED,5.8,177,2018年
100000400130,八核,,710,6.0,64.0,2个,3100.0,MEIZU,,62000.0,2000万像素,魅族 16X,9月,1598.0,2.0,2000+1200万像素,2332800.0,,6.0,154,2018年
8058010,八核 + 微智核i7,4×Cortex A73 2.36GHz + 4×Cortex A53 1.8GHz,麒麟970,6.0,64.0,2个,5000.0,HUAWEI,Type-C,180000.0,1300万像素,荣耀Note10,8月,1899.0,2.0,2400万+1600万像素,,AMOLED,6.95,230,2018年
6735798,八核,,骁龙845,8.0,256.0,2个,3400.0,XIAOMI,Type-C,230000.0,500万像素,小米MIX 2S,3月,2299.0,2.0,双1200万像素,2332800.0,,5.99,189,2018年
100001364184,八核,2 × Cortex-A76 Based 2.6GHz + 2 × Cortex-A76 Based 1.92GHz + 4 × Cortex-A55 1.8GHz,麒麟980,6.0,128.0,2个,3500.0,HUAWEI,Type-C,120000.0,1600万+ 200万+ 200万像素,荣耀Magic2,10月,2499.0,3.0,2400万+1600万+1600万像素,2527200.0,AMOLED,6.39,206,2018年
100003582587,八核,,骁龙730,6.0,128.0,2个,4000.0,XIAOMI,Type-C,33000.0,2000万像素,Redmi K20,5月,2099.0,3.0,4800万+1300万+800万像素,2527200.0,,6.39,191,2019年
100005228560,八核,,,4.0,64.0,2个,3260.0,vivo,Micro USB,97000.0,1600万像素,Z3x,4月,998.0,2.0,1300万+200万像素,2462400.0,,6.26,150,2019年
100004363706,八核,2.1GHz,MT6771T（P70）,6.0,128.0,2个,3940.0,vivo,Micro USB,27000.0,,S1,3月,1998.0,3.0,1200万+800万+500万像素,2527200.0,,6.53,189,2019年
100005981302,八核,,骁龙712,8.0,128.0,2个,3070.0,,Type-C,100000.0,2000万像素,小米9SE,2月,2199.0,3.0,4800万+1300万+800万像素,2527200.0,AMOLED,5.97,155,2019年
1861101,,,,,128.0,1个,,Apple,Lightning（iPhone）,930000.0,500万像素,iPhone 6S Plus,9月,2899.0,1.0,1200万像素,,,5.5,192,2015年
100005093770,八核,"2GHz,1.7GHz",骁龙675,6.0,64.0,2个,3500.0,SAMSUNG,Type-C,33000.0,1600万像素,SM-A6060,5月,1499.0,3.0,3200万+800万+500万像素,2527200.0,TFT,6.3,168,2019年
8457421,八核,,骁龙636,6.0,128.0,2个,5500.0,XIAOMI,Type-C,130000.0,800万像素,小米Max3,7月,1599.0,2.0,1200+500万像素,2332800.0,,6.9,221,2018年
100003599639,八核,4×Cortex A73 2.2GHz +4*Cortex A53 1.7GHz,麒麟710,6.0,128.0,2个,3400.0,HUAWEI,Micro USB,10000.0,800万像素,麦芒 8,6月,1899.0,3.0,2400万+1600万+200万像素,2527200.0,TFT LCD（IPS）,6.21,160,2019年
100004544986,,,骁龙710,,,2个,3680.0,OPPO,Type-C,41000.0,,Reno,4月,2599.0,2.0,,2527200.0,AMOLED,6.4,185,2019年
100000982034,八核,2×Cortex A76 2.6GHz + 2×Cortex A76 1.92GHz + 4×Cortex A55 1.8GHz,麒麟980,6.0,128.0,2个,5000.0,HUAWEI,Type-C,90000.0,2400万像素,Mate 20 X,10月,4099.0,3.0,4000万+2000万+800万像素,2423520.0,OLED,7.2,232,2018年
44076405947,,,麒麟980,8.0,128.0,2个,4200.0,HUAWEI,Type-C,10000.0,,HUAWEI P30 Pro,4月,5488.0,,,697416.0,OLED,6.47,192,2019年
43758662403,,,麒麟980,,,2个,3650.0,HUAWEI,Type-C,10000.0,,HUAWEI P30,4月,4288.0,3.0,,754689.0,OLED,6.1,165,2019年
28331229416,四核,,,2.0,16.0,2个,3020.0,HUAWEI,Micro USB,45000.0,500万像素,荣耀畅玩7,5月,495.0,1.0,1300万像素,1036800.0,,5.45,142,2018年
100000745034,八核,4×Kryo Gold 1.95GHz +4×Kryo Silver 1.8GHz,骁龙660,4.0,64.0,2个,5000.0,HUAWEI,Micro USB,67000.0,800万像素,畅享 MAX,10月,1399.0,2.0,1600万+200万像素,2423520.0,TFT,7.12,210,2018年
100003475378,八核,"2.8GHz,2.4GHz,1.7GHz",骁龙855,8.0,128.0,2个,3400.0,SAMSUNG,Type-C,44000.0,1000万像素,SM-G9730,3月,5999.0,3.0,1600万+1200万+1200万像素,4377600.0,Dynamic AMOLED,6.1,157,2019年
28314929287,,,,,,,3020.0,HUAWEI,Micro USB,33000.0,,畅玩7,5月,458.0,1.0,,,IPS,5.45,142,2018年
100003525722,,,骁龙855,,,2个,4100.0,SAMSUNG,Type-C,37000.0,,SM-G9750,3月,6999.0,3.0,,4377600.0,Dynamic AMOLED,6.4,175,2019年
100003258297,八核,,骁龙675,,,2个,3700.0,vivo,Micro USB,7100.0,3200万像素,S1Pro,5月,2398.0,3.0,4800万+800万+500万像素,2527200.0,Super AMOLED,6.39,185,2019年
28245104630,,,,,,2个,3000.0,HUAWEI,Micro USB,52000.0,,荣耀9i,6月,1078.8,2.0,,683880.0,,5.84,152,2018年
100000015158,八核,4×Cortex-A73 2.2GHz+4×Cortex-A53 1.7GHz,麒麟710,6.0,64.0,2个,3750.0,HUAWEI,Type-C,46000.0,2400万+200万像素,麦芒7,9月,1599.0,2.0,2000万像素,2527200.0,TFT,6.3,172,2018年
6577495,八核,"2.8GHz,1.7GHz",SDM845,6.0,128.0,2个,3500.0,SAMSUNG,Type-C,63000.0,800万像素,SM-G9650/DS,3月,4099.0,2.0,双1200万像素,4262400.0,Super AMOLED,6.2,189,2018年
29044581674,,,,,,2个,3020.0,HUAWEI,Micro USB,18000.0,,荣耀畅玩7,5月,458.0,1.0,,655599.0,,5.45,142,2018年
31868566477,,,麒麟710,6.0,128.0,2个,3750.0,HUAWEI,Micro USB,16000.0,,荣耀8x,9月,1529.0,,,697416.0,IPS,6.5,175,2018年
100000993102,八核,,骁龙632,4.0,64.0,2个,3600.0,MEIZU,Micro USB,110000.0,800万像素,魅族 Note8,10月,849.0,2.0,1200+500万像素,2332800.0,,6.0,168,2018年
36826348085,八核,,麒麟710,6.0,128.0,2个,3400.0,HUAWEI,Micro USB,12000.0,2400万像素,荣耀10青春,11月,1549.0,2.0,1300+200万像素,2527200.0,IPS,6.21,162,2018年
28751842981,,,,,,2个,3750.0,HUAWEI,Type-C,30000.0,,荣耀play,6月,1599.0,2.0,,697416.0,,6.3,176,2018年
38362823513,,,麒麟710,6.0,128.0,2个,3750.0,HUAWEI,Micro USB,16000.0,,荣耀8x,9月,1699.0,,,697416.0,IPS,6.5,175,2018年
31984967247,,,麒麟710,,,2个,3750.0,HUAWEI,Micro USB,9200.0,,荣耀8X,9月,1559.0,2.0,,2527200.0,IPS,6.5,175,2018年
8535863,八核,,骁龙845,6.0,64.0,2个,3010.0,MEIZU,Type-C,170000.0,2000万像素,魅族 16th,8月,2098.0,2.0,2000+1200万像素,2332800.0,,6.0,152,2018年
33234995608,八核,1.7GHz,麒麟710,6.0,128.0,2个,3340.0,,Micro USB,12000.0,2400万+200万像素,INE-AL00,8月,1538.0,2.0,1600+200万像素,2527200.0,TFT,6.3,169,2018年
28285476064,,,,6.0,64.0,2个,3400.0,HUAWEI,Type-C,9200.0,2400万像素,EML-AL00,4月,2749.0,2.0,1200万像素,,TFT,5.8,165,2018年
32500882687,,,麒麟710,,,2个,3750.0,HUAWEI,Micro USB,11000.0,,荣耀8X,9月,1099.0,2.0,,2527200.0,,6.5,175,2018年
34656638511,,,麒麟980,,,2个,,,Type-C,9900.0,,0,10月,3199.0,3.0,,728961.0,TFT,6.53,0,2018年
33743197985,,,麒麟980,,,2个,4200.0,HUAWEI,Type-C,14000.0,,华为mate20 Pro,10月,5099.0,3.0,,729589.0,OLED,6.39,189,2018年
8348845,双核,1.1GHz,高通205移动平台,0.5,4.0,2个,1500.0,NOKIA,Micro USB,64000.0,,8110 4G,7月,449.0,1.0,200万像素,,,2.4,117,2018年
28330474679,,,,,,2个,3400.0,,Type-C,11000.0,,0,4月,3158.0,2.0,,596120.0,TFT,5.8,0,2018年
29199143054,,,Helio A22,,,2个,3000.0,XIAOMI,Micro USB,68000.0,,6A,6月,515.0,1.0,,655599.0,,5.45,145,2018年
100006154988,,,骁龙675,,,2个,4000.0,vivo,Type-C,56000.0,,X27,3月,2998.0,3.0,,2527200.0,AMOLED,6.39,188,2019年
100003242107,八核,2.1GHz,P70,4.0,128.0,2个,4020.0,,Micro USB,23000.0,1600万像素,A9,4月,1399.0,2.0,1600+200万像素,,TFT,6.53,190,2019年
44125313215,,,麒麟980,,,2个,3650.0,,,7700.0,,HUAWEI P30,4月,4288.0,,,697416.0,,6.1,165,2019年
39215375202,八核,,,6.0,128.0,2个,4000.0,,Micro USB,8400.0,1600万+200万像素,畅享9 Plus,10月,1799.0,2.0,1300万+200万像素,2527200.0,TFT,6.5,173,2018年
100000992900,八核,,710,6.0,128.0,2个,3210.0,MEIZU,Type-C,67000.0,2000万像素,魅族X8,9月,1398.0,2.0,1200+500万像素,2397600.0,LCD,6.2,160,2018年
34600955827,八核,,,4.0,32.0,2个,4000.0,HUAWEI,Micro USB,8100.0,800万像素,荣耀畅玩8C,10月,838.0,2.0,1300万+200万像素,1094400.0,IPS,6.26,167,2018年
44019324194,,,麒麟980,,,,4200.0,HUAWEI,Type-C,6700.0,,VOG-AL00,3月,5488.0,4.0,,754689.0,OLED,6.47,192,2019年
39167157921,,,麒麟980,,,2个,4000.0,HUAWEI,Type-C,7600.0,,荣耀V20,12月,2909.8,2.0,,737156.0,IPS,6.4,180,2018年
41563312675,,,骁龙855,,,2个,3300.0,XIAOMI,Type-C,11000.0,,小米9,2月,2888.0,3.0,,697416.0,,6.39,,2019年
100005819880,八核,,骁龙675,6.0,64.0,2个,4000.0,MEIZU,Type-C,9200.0,1600万像素,16Xs,6月,1499.0,3.0,4800万+800万+500万像素,2410560.0,OLED,6.2,165,2019年
28640992709,,,,2.0,32.0,2个,3020.0,HUAWEI,Micro USB,7500.0,,华为畅享 8e 青春版,,549.0,,,655599.0,,,142,2018年
100000408612,八核,,MT6762,4.0,64.0,2个,3100.0,MEIZU,,63000.0,500万像素,魅族 V8,9月,749.0,2.0,1200+500万像素,1036800.0,,5.7,159,2018年
100003575875,,,Helio P90,,,2个,3950.0,OPPO,Type-C,8300.0,,Reno Z,6月,2299.0,2.0,,2527200.0,AMOLED,6.4,186,2019年
100005162048,单核,,MT6260A,,,2个,1020.0,NOKIA,Micro USB,120000.0,,Nokia 210,2月,299.0,1.0,30万像素,76800.0,TFT,2.4,85,2019年
100003982218,八核,,,6.0,64.0,2个,4000.0,MEIZU,Type-C,28000.0,2000万像素,Note9,3月,1299.0,2.0,4800万+500万像素,2423520.0,LCD,6.2,169,2019年
28502299809,,,,2.0,16.0,2个,3020.0,,Micro USB,22000.0,,荣耀畅玩7,5月,466.0,,,655599.0,,5.45,142,2018年
27395321138,,,,6.0,128.0,2个,3400.0,HUAWEI,Type-C,16000.0,,荣耀10,4月,1868.88,,,683880.0,IPS,5.84,153,2018年
47847154002,,,骁龙710,,,2个,5000.0,vivo,Micro USB,14000.0,,Z5x,5月,1498.0,3.0,,754689.0,LCD,6.53,204,2019年
29196113704,,,,,,2个,3000.0,XIAOMI,Micro USB,41000.0,,6A,6月,515.0,1.0,,655599.0,,5.45,145,2018年
46161523013,,,骁龙660,,,2个,3260.0,vivo,Micro USB,12000.0,,Z3x,4月,998.0,2.0,,683880.0,,6.26,150,2019年
100003536770,,,骁龙855,,,2个,3100.0,SAMSUNG,Type-C,6800.0,,SM-G9700,3月,4999.0,2.0,,2462400.0,Dynamic AMOLED,5.8,150,2019年
31545088844,,,,,128.0,,,Apple,Lightning（iPhone）,30000.0,700万像素,iPhone XR,,5268.0,1.0,1200万像素,1483776.0,LCD,6.1,194,2018年
43769837880,,,,,,2个,3650.0,HUAWEI,Type-C,5300.0,,HUAWEI P30,4月,4288.0,3.0,,754689.0,,6.1,165,2019年
45399428385,,,麒麟980,6.0,128.0,2个,4000.0,HUAWEI,Type-C,7100.0,,Mate 20,10月,3999.0,,,2419200.0,,6.53,188,2018年
40435356558,,,麒麟980,8.0,128.0,2个,4000.0,HUAWEI,Type-C,5800.0,,荣耀v20,12月,2899.0,,,737156.0,IPS,6.4,180,2018年
32242288360,,,,,,2个,,,Lightning（iPhone）,12000.0,,iPhone XR,10月,4988.0,1.0,,1483776.0,LCD,6.1,194,2018年
50691966951,,,麒麟980,,,2个,3500.0,HUAWEI,Type-C,400.0,,nova 5 Pro,6月,2999.0,4.0,,,OLED,6.39,171,2019年
41765980721,,,骁龙855,,,2个,4000.0,vivo,Type-C,30000.0,,iQOO,3月,2998.0,3.0,,697416.0,AMOLED,6.41,196,2019年
43216397036,,,麒麟710,6.0,128.0,2个,3340.0,HUAWEI,Type-C,5500.0,,华为nova4,3月,1999.0,,,737156.0,LTPS,6.15,159,2019年
34250730123,,,,,,2个,3315.0,vivo,Micro USB,64000.0,,Z3,10月,1248.0,2.0,,683880.0,,6.3,163,2018年
11794447957,,,,,,1个,,Apple,,50000.0,,iPhone X,11月,6128.0,2.0,1200万像素,2740500.0,,5.8,174,2017年
27594357059,,,,,,2个,3010.0,XIAOMI,Type-C,20000.0,,小米6x,4月,939.0,2.0,,659074.0,,5.99,168,2018年
42663945062,,,麒麟710,6.0,128.0,2个,3340.0,,Type-C,5600.0,,nova 4e,3月,1999.0,,,2496960.0,LTPS,6.15,159,2019年
44125207975,,,麒麟980,,,2个,3650.0,HUAWEI,Type-C,4800.0,,ELE-AL00,4月,4298.1,3.0,,754689.0,OLED,6.1,165,2019年
43297794769,,,麒麟710,,,2个,3340.0,,Type-C,5300.0,,nova 4e,3月,2009.1,3.0,,746545.0,LTPS,6.15,159,2019年
16580586466,,,,,,1个,,,,40000.0,,iPhone 8 Plus,9月,4498.0,2.0,1200万像素,,,5.5,202,2017年
44048919349,,,,,128.0,2个,,Apple,Lightning（iPhone）,30000.0,,iPhone XR,10月,5355.0,,,726002.0,LCD,6.1,194,2018年
50643666816,,,麒麟710,,,2个,4000.0,,Type-C,300.0,,GLK-AL00,6月,2199.0,4.0,,737156.0,,6.4,178,2019年
41034170385,,,骁龙660,,,2个,4000.0,XIAOMI,Type-C,16000.0,,红米Redmi note7,1月,1158.0,2.0,,697416.0,,6.3,186,2019年
100003242371,八核,2.2,骁龙710,8.0,128.0,2个,3765.0,realme,Type-C,120000.0,1600万像素,realme X,5月,1699.0,2.0,4800万+500万像素,2527200.0,AMOLED,6.53,191,2019年
34562559899,,,麒麟980,,,2个,4000.0,HUAWEI,Type-C,5100.0,,Mate 20,10月,3699.0,3.0,,728961.0,TFT,6.53,188,2018年
39890462631,,,,,,2个,3750.0,HUAWEI,Type-C,5200.0,,华为nova4,12月,2799.0,3.0,,737156.0,TFT,6.4,172,2018年
34803424701,,,,,,2个,,Apple,Lightning（iPhone）,13000.0,700万像素,XR,,5328.0,1.0,1200万像素,1483776.0,LCD,6.1,194,2018年
44123850696,,,麒麟980,,,2个,4200.0,,Type-C,4900.0,,HUAWEI P30 Pro,4月,5488.0,4.0,,697416.0,,6.47,192,2019年
39286052442,,,骁龙450,4.0,64.0,2个,4000.0,HUAWEI,Micro USB,7200.0,,华为畅享9,12月,1028.0,,,699383.0,TFT,6.26,168,2018年
27424489997,,,,,256.0,2个,,Apple,Lightning（iPhone）,15000.0,700万像素,苹果Xs Max,9月,8728.0,2.0,1200万像素,3338496.0,,6.5,208,2018年
41633722698,,,,,,2个,4030.0,vivo,Micro USB,21000.0,,U1,2月,749.0,2.0,,699383.0,LCD,6.2,163,2019年
42417909730,八核,8xA53 1.8GHz,骁龙450,4.0,64.0,2个,4000.0,HUAWEI,Micro USB,4700.0,800万像素,华为畅享9,12月,958.0,2.0,1300+200万像素,1094400.0,TFT,6.26,168,2018年
100000234079,八核,1.8GHz,SDM450B,3.0,64.0,2个,4230.0,OPPO,Micro USB,160000.0,800万像素,A5,9月,899.0,2.0,1300万+200万像素,,TFT,6.2,168,2018年
4577217,,,,,,2个,1600.0,,Micro USB,130000.0,,E316,12月,238.0,1.0,30万像素,76800.0,,2.8,109,2016年
44946742970,,,麒麟710,,,2个,,HUAWEI,Micro USB,4500.0,,荣耀20i,4月,1399.8,3.0,,697416.0,IPS,6.21,164,2019年
39877034722,,,,,,2个,3750.0,,Type-C,4800.0,,VCE-AL00,12月,2799.0,3.0,,737156.0,LCD,6.4,172,2018年
43139484141,,,骁龙675,,,2个,4000.0,XIAOMI,Type-C,6000.0,,红米note7pro,3月,1388.0,2.0,,697416.0,,6.3,186,2019年
38005515972,,,麒麟710,,,2个,4000.0,HUAWEI,Micro USB,5100.0,,华为畅享9 Plus,10月,1799.0,2.0,,697416.0,TFT LCD（IPS）,6.5,173,2018年
100002964733,八核,2.2GHz,骁龙710,8.0,256.0,2个,4000.0,vivo,Type-C,8500.0,3200万像素,X27Pro,4月,3998.0,3.0,4800万+1300万+200万像素,2656800.0,Super AMOLED,6.7,208,2019年
40784838666,八核,,Helio P35,3.0,32.0,2个,3020.0,HUAWEI,Micro USB,4500.0,800万像素,荣耀畅玩8A,1月,699.0,1.0,1300万像素,,IPS,,150,2019年
3889169,,,,,,2个,1050.0,,Micro USB,470000.0,,E106,1月,99.0,,,76800.0,,,74,2017年
44127885268,,,麒麟980,,,2个,4200.0,HUAWEI,Type-C,4600.0,,HUAWEI P30 Pro,4月,5488.0,4.0,,2527200.0,OLED,6.47,192,2019年
43294662407,,,麒麟710,,,2个,3340.0,HUAWEI,Type-C,3700.0,,nova 4e,3月,1999.0,3.0,,746545.0,,6.15,159,2019年
44483835785,,,骁龙626,,,2个,3260.0,vivo,Micro USB,7900.0,,Z1,11月,1049.0,2.0,,683880.0,LCD,6.26,149,2018年
32943442168,,,,,,2个,,,Lightning（iPhone）,8500.0,,iPhone XR,10月,4959.0,1.0,,726002.0,LCD,6.1,194,2018年
42702130095,,,麒麟710,6.0,128.0,2个,3340.0,HUAWEI,Type-C,4300.0,,nova4e,3月,1999.0,,,746545.0,TFT LCD（IPS）,6.15,159,2019年
42847090060,,,,,,2个,4000.0,vivo,Type-C,8000.0,,X27,3月,2998.0,3.0,,697416.0,AMOLED,6.39,188,2019年
10889873343,,,,,,1个,2750.0,Apple,,37000.0,500万像素,6sPlus,,2848.0,1.0,1200万像素,,,5.5,192,2015年
34657895162,,,麒麟980,,,2个,4200.0,,Type-C,4300.0,,Mate 20 Pro （UD）,10月,5099.0,3.0,,729589.0,OLED,6.39,189,2018年
16580070299,,,,,,1个,,Apple,Lightning（iPhone）,29000.0,,iphone8,9月,3618.0,1.0,1200万像素,,,4.7,148,2017年
6577477,八核,"2.8GHz,1.7GHz",SDM845,4.0,128.0,2个,3000.0,SAMSUNG,Type-C,45000.0,800万像素,SM-G9600/DS,3月,3399.0,1.0,1200万像素,4262400.0,Super AMOLED,5.8,163,2018年
42291088114,,,骁龙450,,,2个,4000.0,HUAWEI,Micro USB,3900.0,,畅享9,12月,928.0,2.0,,699383.0,TFT,6.26,168,2018年
27136250757,,,,6.0,128.0,2个,3400.0,HUAWEI,Type-C,5400.0,,P20,4月,3039.0,,,596120.0,TFT,5.8,165,2018年
31544565956,,,,,64.0,,,Apple,Lightning（iPhone）,13000.0,700万像素,苹果Xs,9月,6898.0,2.0,双1200万像素,2740500.0,OLED,5.8,177,2018年
27891896612,,,,6.0,128.0,2个,4000.0,HUAWEI,Type-C,5700.0,2400万像素,华为P20 Pro,3月,3499.0,3.0,4000万+2000万+800万像素,,OLED,6.1,180,2018年
44125750190,,,麒麟980,,,2个,4200.0,HUAWEI,Type-C,3300.0,,华为p30pro,4月,5488.0,4.0,,754689.0,OLED,6.47,192,2019年
13617860517,,,,,,1个,,Apple,Lightning（iPhone）,25000.0,,iPhone 8,9月,3758.0,1.0,,1000500.0,,4.7,148,2017年
41568793680,,,骁龙855,8.0,128.0,2个,3300.0,XIAOMI,Type-C,4900.0,,小米9,2月,2908.0,,,2527200.0,AMOLED曲面屏,6.39,173,2019年
41576189219,,,骁龙712,,,2个,3070.0,XIAOMI,Type-C,4800.0,,小米9se,3月,1748.0,3.0,,2527200.0,AMOLED,5.97,155,2019年
44118986341,,,麒麟980,,,2个,4200.0,,Type-C,3700.0,,0,4月,5488.0,4.0,,697416.0,OLED,6.47,192,2019年
100000988391,八核,1.95GHz,骁龙660,6.0,128.0,2个,3600.0,OPPO,Micro USB,46000.0,2500万像素,R15x,10月,1699.0,2.0,1600+200万像素,2527200.0,OLED,6.4,182,2018年
45469231905,,,麒麟710F,6.0,64.0,,3400.0,,Micro USB,3400.0,,,4月,1389.0,,,596120.0,,6.21,164,2019年
28315625180,,,,2.0,16.0,2个,,HUAWEI,,16000.0,,畅玩7,5月,458.0,,,596120.0,,,142,2018年
47590236210,,,,8.0,128.0,2个,3750.0,HUAWEI,Type-C,3000.0,,荣耀20,,2699.5,,,697416.0,,6.26,,2019年
8636674,八核,"2.8GHz,1.7GHz",骁龙845,6.0,128.0,2个,4000.0,SAMSUNG,Type-C,25000.0,800万像素,SM-N9600,9月,4499.0,2.0,双1200万像素,4262400.0,Super AMOLED,6.4,201,2018年
34192083845,,,,4.0,64.0,2个,3100.0,,,8800.0,,魅族V8,9月,679.0,,,655599.0,,5.7,145,2018年
4120319,八核,2.35GHz，1.9GHz,骁龙835,4.0,64.0,2个,3000.0,SAMSUNG,Type-C,120000.0,800万像素,SM-G9500 ,5月,2499.0,1.0,1200万像素,4262400.0,Super AMOLED,5.6,155,2017年
43296986212,八核,4×Cortex-A73 2.2GHz+4×Cor,麒麟710,,,2个,3340.0,HUAWEI,Type-C,3600.0,3200万像素,nova 4e,3月,1799.0,3.0,2400万+800万+200万像素,2496960.0,LTPS,6.15,159,2019年
47716923931,,,骁龙710,,,2个,3765.0,OPPO,Type-C,15000.0,,K3,5月,1899.0,2.0,,754689.0,AMOLED,6.5,191,2019年
34641453792,,,麒麟980,,,2个,4200.0,,Type-C,5700.0,,Mate 20 Pro,10月,5099.0,3.0,,596120.0,OLED,6.39,189,2018年
33277169975,,,骁龙660,,,2个,3350.0,,Type-C,5800.0,,小米8青春版,9月,1288.0,2.0,,683880.0,,6.26,169,2018年
44942466864,,,,6.0,64.0,2个,3400.0,HUAWEI,Micro USB,3300.0,,荣耀20i,4月,1299.0,,,754689.0,TFT LCD（IPS）,6.21,164,2019年
47088979741,八核,,麒麟980,,,2个,3750.0,HUAWEI,Type-C,2800.0,3200万像素,荣耀20,5月,2699.8,,,2527200.0,TFT LCD（IPS）,6.26,174,2019年
43616090722,,,骁龙632,,,2个,3900.0,XIAOMI,Micro USB,4100.0,,红米7,3月,878.0,2.0,,699383.0,,6.26,180,2019年
100002997682,八核,"2.2GHz,1.7GHz",,6.0,128.0,2个,3400.0,SAMSUNG,Type-C,24000.0,2400万像素,SM-G8870,1月,2099.0,3.0,2400万像素,2527200.0,TFT,6.4,173,2019年
41306818661,,,Helio A22,2.0,16.0,2个,2900.0,XIAOMI,Micro USB,10000.0,,6A,6月,516.0,,,655599.0,,5.45,145,2018年
37299150744,,,,,,2个,3400.0,,,4400.0,,,11月,1399.0,,,596120.0,IPS,6.21,162,2018年
100005088618,,,骁龙855,,,2个,4065.0,OPPO,Type-C,22000.0,,Reno 10倍变焦版,4月,3999.0,3.0,,2527200.0,AMOLED,6.65,210,2019年
45033256217,,,麒麟980,,,2个,3750.0,,Type-C,2900.0,,荣耀20,6月,2709.8,4.0,,2527200.0,TFT LCD（IPS）,6.26,174,2019年
45407402691,,,骁龙855,,,2个,3300.0,,Type-C,4000.0,,,2月,3488.0,,,697416.0,AMOLED,6.39,173,2019年
100001107001,八核,2.2GHz  1.8GHz ,,6.0,128.0,2个,3800.0,SAMSUNG,Type-C,13000.0,2400万像素,SM-A9200,11月,2099.0,4.0,2400万+1000万+800万+500万像素,2397600.0,Super AMOLED,6.3,183,2018年
44113427992,,,麒麟980,,,2个,3650.0,,Type-C,3100.0,,HUAWEI P30,4月,4288.0,3.0,,697416.0,OLED,6.1,165,2019年
18735178017,,,,,,1个,,,,9800.0,700万像素,iPhone X,9月,6148.0,2.0,1200万像素,2740500.0,,,174,2017年
25734318775,八核,,,4.0,64.0,2个,3000.0,HUAWEI,Micro USB,19000.0,1600万像素,9i,6月,1065.0,2.0,1300+200万像素,2462400.0,,5.84,152,2018年
34182462559,,,骁龙660,,,2个,3600.0,,Micro USB,58000.0,,K1,10月,1199.0,,,697416.0,OLED,6.4,156,2018年
35446355279,,,麒麟710,,,2个,3340.0,HUAWEI,Micro USB,3300.0,,nova 3i,8月,1499.0,2.0,,697416.0,TFT,6.3,169,2018年
33724889499,,,骁龙660,,,2个,3600.0,,Micro USB,58000.0,,K1,10月,1199.0,,,697416.0,OLED,6.4,169,2018年
8024543,八核,2.8GHz,骁龙845,8.0,128.0,2个,3730.0,OPPO,Type-C,61000.0,2500万像素,Find X,,3999.0,2.0,2000万+1600万像素,2527200.0,AMOLED,6.42,186,2018年
45545111915,,,麒麟980,,,2个,,,Type-C,2700.0,,HUAWEI P30,4月,4288.0,3.0,,697416.0,OLED,6.1,165,2019年
44126603482,,,麒麟980,,,2个,3650.0,HUAWEI,Type-C,2800.0,,HUAWEI P30,4月,4288.0,3.0,,2527200.0,OLED,6.1,165,2019年
6558982,八核,,骁龙450,3.0,32.0,2个,3000.0,HUAWEI,Micro USB,820000.0,800万像素,荣耀畅玩7C,3月,899.0,2.0,1300+200万像素,1036800.0,IPS,5.99,164,2018年
100001054333,八核,2.2GHz,骁龙710,6.0,128.0,2个,1850.0,,Type-C,10000.0,2500万像素,R17 Pro,10月,2699.0,3.0,2000+1200万像素,2527200.0,AMOLED,6.4,183,2018年
43294755211,,,麒麟710,6.0,128.0,2个,3340.0,HUAWEI,Type-C,2500.0,,nova 4e,3月,1999.0,,,746545.0,LTPS,6.15,159,2019年
44684757252,八核,,骁龙855,8.0,128.0,2个,4000.0,vivo,Type-C,30000.0,2x1200万像素,iQOO,3月,2998.0,3.0,1300万+1200万+200万像素,2527200.0,Super AMOLED,,196,2019年
40230014021,,,骁龙450,,,2个,4230.0,OPPO,Micro USB,11000.0,,A5,12月,799.0,2.0,,699383.0,TFT,6.2,168,2018年
40492063738,,,骁龙450,,,2个,4000.0,HUAWEI,Micro USB,3100.0,,,12月,1099.0,2.0,,699383.0,,6.26,168,2018年
