Unnamed: 0,CPU cores,CPU freq,CPU model,RAM,ROM,SIM cards,battery,brand,charging port,comments,front camera,model,month,price,rear camera,rear camera specs,resolution,screen material,screen size,weight,year
44943583778,,,麒麟710,,,2个,3400.0,HUAWEI,Micro USB,2500.0,,荣耀20i,4月,1369.0,3.0,,754689.0,IPS,6.21,164,2019年
39200251076,,,骁龙450,,,2个,4000.0,,Micro USB,4600.0,,华为畅享9,12月,1099.0,,,1094400.0,TFT,6.26,168,2018年
38650751431,,,麒麟710,6.0,128.0,2个,4000.0,HUAWEI,,2600.0,,畅享9 Plus,10月,1809.0,,,697416.0,TFT,6.5,173,2018年
4938566,八核,2.35GHz，1.9GHz,骁龙835,6.0,128.0,2个,3500.0,SAMSUNG,Type-C,82000.0,800万像素,SM-G9550 ,5月,3299.0,1.0,1200万像素,4262400.0,Super AMOLED,6.1,173,2017年
7381710,八核,"2.2GHz,1.8GHz",SDM660,4.0,64.0,2个,3700.0,SAMSUNG,Type-C,19000.0,2400万像素,SM-G8850,6月,1549.0,2.0,2400万+1600万像素,,Super AMOLED,6.3,191,2018年
28979717304,,,,4.0,64.0,2个,,HUAWEI,,17000.0,,荣耀9i,6月,1068.88,,,683880.0,IPS,5.84,152,2018年
44168135089,,,麒麟710,6.0,64.0,,3400.0,HUAWEI,Micro USB,2100.0,,华为畅享9S,3月,1399.0,,,697416.0,,6.21,160,2019年
34707945521,,,,,,2个,1850.0,,Type-C,37000.0,,R17 Pro,10月,4299.0,,,2527200.0,AMOLED,6.4,183,2018年
42282192708,,,麒麟710,,,2个,3340.0,HUAWEI,Type-C,2200.0,,nova 4e,3月,1799.0,3.0,,746545.0,LTPS,6.15,159,2019年
32480846400,,,,4.0,64.0,,3750.0,,Micro USB,2600.0,,,,1095.0,,,596120.0,,6.5,,2018年
100004402678,八核,,MTK MT6762,4.0,128.0,2个,4030.0,vivo,Micro USB,4600.0,800万像素,Y93s,11月,1298.0,2.0,1300+200万像素,1094400.0,LCD,6.2,163,2018年
40876215227,,,,,,2个,3750.0,,Type-C,2500.0,,,12月,2789.0,3.0,,737156.0,,6.4,,2018年
43757723071,,,骁龙632,,,2个,4000.0,,Micro USB,2400.0,,红米7,3月,868.0,2.0,,596120.0,,6.26,180,2019年
50686614927,,,,,,2个,3500.0,,Type-C,100.0,,nova 5 Pro,6月,2999.1,4.0,,697416.0,OLED,6.39,171,2019年
33276636524,,,骁龙845,6.0,128.0,2个,3000.0,,Type-C,3000.0,,小米8 屏幕指纹版,9月,1878.0,,,596120.0,,6.21,177,2018年
40223161444,,,,,,2个,4230.0,OPPO,Micro USB,16000.0,,A5,12月,799.0,2.0,,1094400.0,TFT,6.2,168,2018年
48272179332,,,麒麟980,8.0,128.0,2个,3750.0,,Type-C,800.0,,,5月,2699.8,,,2527200.0,TFT LCD（IPS）,6.26,174,2019年
32921967814,,,骁龙660,,,2个,3350.0,XIAOMI,Type-C,7900.0,,小米8青春版,9月,1286.0,2.0,,683880.0,,6.26,169,2018年
100000982018,八核,2 x Cortex-A76 Based 2.6GHz+ 2 x Cortex-A76 Based 1.92GHz + 4 x Cortex-A55 1.8GHz,麒麟980,8.0,512.0,2个,4200.0,HUAWEI,Type-C,3200.0,2400万像素,HUAWEI Mate 20 RS 保时捷设计,10月,12999.0,3.0,4000万+2000万+800万像素,4492800.0,OLED,6.39,187,2018年
26814532881,,,,3.0,32.0,2个,3000.0,,Micro USB,11000.0,,7A,,668.0,,,596120.0,,5.7,150,2018年
34660516007,,,麒麟980,6.0,128.0,2个,4000.0,,Type-C,2600.0,,华为mate20,10月,3699.0,,,728961.0,TFT,6.53,188,2018年
42666559225,,,骁龙675,,,2个,,,Type-C,2500.0,,note7pro,3月,1398.0,2.0,,697416.0,,6.3,186,2019年
28209436599,,,骁龙632,,,2个,3600.0,MEIZU,Micro USB,4900.0,,魅族note8,10月,785.0,2.0,,659074.0,,6.0,168,2018年
45034043172,,,麒麟980,,,2个,4000.0,HUAWEI,Type-C,1200.0,,荣耀20PRO,6月,3209.8,4.0,,754689.0,TFT LCD（IPS）,6.26,182,2019年
48155000273,,,麒麟980,,,2个,3500.0,HUAWEI,Type-C,400.0,,SEA-AL10,6月,2999.0,4.0,,754689.0,OLED,6.39,171,2019年
47756838413,,,麒麟980,,,2个,4000.0,HUAWEI,Micro USB,400.0,,荣耀20Pro,6月,3199.0,4.0,,697416.0,TFT LCD（IPS）,6.26,182,2019年
50074585244,,,麒麟980,,,2个,3500.0,HUAWEI,Type-C,500.0,,华为nova5Pro,6月,2999.0,4.0,,697416.0,OLED,6.39,171,2019年
29515087781,,,,,,1个,,Apple,Lightning（iPhone）,3400.0,,0,9月,4540.0,2.0,,683870.0,,5.5,0,2017年
50130099406,,,麒麟980,8.0,128.0,2个,3500.0,HUAWEI,Type-C,400.0,,nova5 pro,6月,2999.1,,,754689.0,OLED,6.39,171,2019年
100002338246,八核,2.8GHz,骁龙845,10.0,128.0,2个,3500.0,vivo,Type-C,16000.0,,NEX双屏版,12月,4998.0,3.0,,2527200.0,AMOLED,6.39,199,2018年
31301071649,,,麒麟980,,,2个,3500.0,,Type-C,1300.0,,荣耀Magic2,10月,2518.0,2.0,,697416.0,AMOLED,6.39,206,2018年
49919351279,,,麒麟980,,,2个,3500.0,HUAWEI,Type-C,400.0,,nova 5 Pro,6月,2999.0,4.0,,697416.0,OLED,6.39,171,2019年
36016855981,,,麒麟980,8.0,128.0,2个,3500.0,HUAWEI,Type-C,800.0,,荣耀Magic2,10月,2999.0,,,697416.0,AMOLED,6.39,206,2018年
50553927840,,,麒麟710,,,2个,4000.0,HUAWEI,Type-C,600.0,,华为nova5i,6月,2209.0,4.0,,,,6.4,178,2019年
44149919977,,,麒麟980,,,2个,3650.0,HUAWEI,Type-C,2400.0,,华为p30,3月,4288.0,3.0,,754689.0,,6.1,165,2019年
34662570637,,,麒麟980,,,2个,4000.0,HUAWEI,Type-C,1700.0,,Mate 20,10月,3699.0,3.0,,2423520.0,TFT,6.53,188,2018年
35376039472,,,麒麟710,,,2个,4000.0,HUAWEI,Micro USB,1500.0,,华为畅享9PLUS,10月,1499.0,2.0,,697416.0,TFT,6.5,173,2018年
48267517940,,,麒麟980,,,2个,3750.0,HUAWEI,Type-C,900.0,,荣耀20,5月,3009.0,4.0,,754689.0,TFT LCD（IPS）,6.26,174,2019年
48432661223,,,麒麟980,,,2个,4000.0,HUAWEI,Type-C,500.0,,荣耀20PRO,6月,3199.5,,,754689.0,TFT LCD（IPS）,6.26,182,2019年
37292910638,,,,4.0,64.0,2个,3400.0,HUAWEI,Micro USB,3500.0,,荣耀10青春版,11月,1099.0,,,596120.0,TFT LCD（IPS）,6.21,162,2018年
46310540571,,,骁龙450,,,2个,4000.0,HUAWEI,Micro USB,4300.0,,华为畅享9,12月,1399.0,2.0,,,TFT,6.26,168,2018年
47692719968,,,麒麟980,8.0,128.0,2个,3750.0,HUAWEI,Type-C,600.0,3200万像素,荣耀20,6月,2699.8,,4800万+1600万+200万像素,2527200.0,TFT LCD（IPS）,6.26,174,2019年
47784189130,,,,,,2个,3500.0,,Type-C,300.0,,nova 5 Pro,6月,2999.0,4.0,,754689.0,OLED,6.39,171,2019年
47288556744,,,麒麟710F,,,2个,4000.0,HUAWEI,Micro USB,700.0,,畅享9 Plus,10月,1349.0,2.0,,2527200.0,TFT,6.5,173,2018年
39924726832,,,,8.0,128.0,2个,3750.0,HUAWEI,Type-C,700.0,2500万像素,nova4,12月,2799.1,,4800万+1600万+200万像素,2494800.0,,6.4,172,2018年
47025328455,,,麒麟980,,,2个,4200.0,,Type-C,1200.0,,HUAWEI P30 Pro,4月,5488.0,3.0,,2527200.0,OLED,6.47,192,2019年
47176525875,,,,,,2个,4000.0,HUAWEI,Type-C,600.0,,荣耀20pro,6月,3199.8,4.0,,697416.0,,6.26,182,2019年
7701235,八核,,骁龙660,6.0,128.0,2个,3100.0,Meitu,Type-C,36000.0,1200万+500万像素,美图T9,6月,1999.0,2.0,1200+500万像素,2332800.0,AMOLED,6.0,183,2018年
38452314066,,,,4.0,64.0,2个,,HUAWEI,,3100.0,,畅享9,,1099.0,,,596120.0,,6.26,,2018年
48552792596,,,麒麟980,,,2个,4000.0,,Type-C,400.0,,荣耀20PRO,6月,3499.5,3.0,,754689.0,TFT LCD（IPS）,6.26,182,2019年
50079763911,,,麒麟980,,,2个,3500.0,HUAWEI,Type-C,300.0,,华为Nova5pro,6月,2999.0,4.0,,754689.0,OLED,6.39,171,2019年
16580068432,,,,,,1个,,Apple,,21000.0,700万像素,iPhone X,,6148.0,2.0,1200万像素,,,5.8,174,2017年
40328805769,,,,,,2个,4000.0,HUAWEI,Micro USB,1800.0,,畅享9 Plus,,1678.0,2.0,,2527200.0,,6.5,173,2018年
44141383848,,,麒麟980,,,2个,4200.0,,Type-C,1400.0,,P30Pro,4月,5488.0,4.0,,754689.0,OLED,6.47,192,2019年
33693225036,,,麒麟710,,,2个,3340.0,HUAWEI,Micro USB,1200.0,,nova 3i,8月,1499.0,2.0,,697416.0,TFT,6.3,169,2018年
3315699,,,,,,1个,,,Micro USB,58000.0,,小米,,169.0,,,,,,40,2016年
34640640658,,,麒麟980,,,2个,4000.0,,Type-C,4600.0,,Mate 20,10月,3699.0,2.0,,728961.0,TFT,6.53,188,2018年
44126513764,,,骁龙675,,,2个,4000.0,XIAOMI,Type-C,2000.0,,红米Note7 Pro,3月,1408.0,2.0,,697416.0,,6.3,186,2019年
43071641472,八核,4×Cortex-A73 2.2GHz+4×Cor,麒麟710,6.0,128.0,2个,3340.0,HUAWEI,Type-C,900.0,3200万像素,nova4e,3月,1999.0,3.0,2400万+800万+200万像素,2496960.0,LTPS,6.15,159,2019年
50259390531,,,麒麟980,,,2个,3500.0,,Type-C,300.0,,nova 5 Pro,6月,2999.0,4.0,,754689.0,OLED,6.39,171,2019年
35084806675,八核,,麒麟980,8.0,128.0,2个,3500.0,HUAWEI,Type-C,1700.0,1600万+ 200万+ 200万像素,荣耀Magic2,10月,2525.0,3.0,2400万+1600万+1600万像素,2527200.0,AMOLED,6.39,206,2018年
47669787077,,,麒麟980,,,2个,3500.0,HUAWEI,Type-C,200.0,,nova 5 pro,6月,2999.0,4.0,,2527200.0,OLED,6.39,171,2019年
100004542252,,,,,,2个,1700.0,Philips,Micro USB,37000.0,,E319,3月,239.0,1.0,30万像素,76800.0,TFT,2.8,112,2019年
50647930915,,,麒麟710,,,2个,4000.0,,Type-C,200.0,,华为nova 5i,6月,1999.0,4.0,,2494800.0,LTPS,6.4,178,2019年
34371096358,,,,,,2个,3600.0,,Micro USB,6700.0,,R15x,10月,1699.0,,,2527200.0,OLED,6.4,156,2018年
28208643271,,,,6.0,128.0,2个,3750.0,HUAWEI,Type-C,13000.0,,荣耀play,6月,1899.0,,,596120.0,,6.3,176,2018年
41015450512,,,骁龙660,,,2个,4000.0,XIAOMI,Type-C,3200.0,,note7,1月,1158.0,2.0,,697416.0,,6.3,186,2019年
32900582799,八核,,麒麟710,6.0,128.0,2个,3750.0,,Micro USB,1700.0,1600万像素,荣耀8X,9月,1528.0,2.0,2000万像素,2527200.0,,6.5,175,2018年
40306416571,八核,,,4.0,64.0,2个,3000.0,XIAOMI,Micro USB,1500.0,800万像素,小米Play,,756.0,2.0,双1200万像素,,,5.84,150,2018年
17462145865,,,Helio A22,2.0,16.0,2个,2900.0,XIAOMI,Micro USB,6000.0,,红米6A,6月,515.0,,,655599.0,,5.45,145,2018年
45613346120,,,麒麟710F,,,2个,3400.0,,Micro USB,1100.0,,荣耀20i,4月,1389.0,3.0,,2527200.0,IPS,6.21,164,2019年
47796045408,,,麒麟980,,,2个,3500.0,,Type-C,200.0,,nova 5 Pro,6月,2999.0,4.0,,754689.0,OLED,6.39,171,2019年
45492101203,,,麒麟710F,,,2个,3400.0,HUAWEI,Micro USB,1400.0,,荣耀20i,4月,1399.0,3.0,,754689.0,IPS,6.21,164,2019年
47664479625,,,骁龙855,,,2个,4000.0,XIAOMI,Type-C,1200.0,,K20pro,5月,2799.1,3.0,,697416.0,AMOLED,6.39,191,2019年
40352597615,,,麒麟980,,,2个,4000.0,,Type-C,800.0,,荣耀V20,12月,2899.0,2.0,,737156.0,,6.4,180,2018年
29242698126,,,Helio A22,,,2个,3000.0,XIAOMI,Micro USB,4500.0,,红米6A,6月,518.0,1.0,,655599.0,,5.45,145,2018年
49985436446,,,麒麟980,,,2个,3500.0,,Type-C,200.0,,华为nova 5 Pro,6月,3009.0,4.0,,697416.0,LTPS,6.39,171,2019年
41859515416,八核,,骁龙712,6.0,64.0,2个,3070.0,XIAOMI,Type-C,1500.0,2000万像素,小米9SE,3月,1775.0,3.0,4800万+1300万+800万像素,2527200.0,AMOLED,5.97,,2019年
31942713664,,,麒麟710,,,2个,3750.0,HUAWEI,Micro USB,6000.0,,荣耀8X,9月,1509.0,1.0,,2527200.0,IPS,6.5,175,2018年
44497359365,,,骁龙855,8.0,128.0,2个,3300.0,,Type-C,900.0,,,2月,2908.0,,,697416.0,AMOLED,6.39,173,2019年
34707755392,八核,2.0GHz,,,,2个,3500.0,,Type-C,37000.0,2500万像素,R17,10月,2499.0,2.0,1600万+500万像素,2527200.0,AMOLED,6.4,182,2018年
48754837175,,,骁龙855,,,2个,4000.0,XIAOMI,Type-C,800.0,,Redmi K20pro,5月,2799.0,3.0,,697416.0,,6.39,191,2019年
32941899414,,,,,,2个,,,Lightning（iPhone）,3000.0,,iPhone XR,10月,5328.0,1.0,,,LCD,6.1,194,2018年
29913827209,,,,6.0,64.0,2个,3400.0,HUAWEI,Micro USB,1000.0,,荣耀20i,4月,1399.1,,,754689.0,IPS,6.21,1,2019年
100001491565,,,,,,2个,1000.0,,Micro USB,32000.0,,E107,,99.0,,,,,1.77,78,2018年
37364777942,八核,,,4.0,64.0,2个,3400.0,HUAWEI,Micro USB,1000.0,2400万像素,荣耀10青春版,11月,1095.0,2.0,1300+200万像素,,,6.21,162,2018年
38886901684,四核,,,2.0,16.0,2个,3020.0,,Micro USB,2400.0,500万像素,畅玩7,5月,454.8,1.0,1300万像素,,,5.45,142,2018年
50545296769,,,麒麟710,,,2个,4000.0,HUAWEI,Type-C,100.0,,nova 5i,6月,1999.0,4.0,,737156.0,LTPS,6.4,178,2019年
5489675,十核,,X30,6.0,128.0,2个,,Meitu,Type-C,18000.0,2x1200万像素,美图V6,,1399.0,2.0,2x1200万像素+500万像素,2073600.0,AMOLED,5.5,188,2017年
44268657049,,,麒麟710,,,2个,3340.0,HUAWEI,Type-C,400.0,,nova 4e,3月,1999.0,3.0,,2496960.0,LTPS,6.15,159,2019年
25547995338,,,,,,1个,,Apple,,20000.0,,0,9月,4515.0,,,596120.0,,5.5,0,2017年
35699250627,,,麒麟980,8.0,128.0,2个,3500.0,,Type-C,900.0,,,10月,2539.1,,,697416.0,,6.39,206,2018年
100001570996,,,,,,2个,1000.0,Philips,Micro USB,80000.0,,E108,10月,99.0,,,76800.0,TFT,1.77,72,2018年
44145379793,,,麒麟980,,,2个,4200.0,HUAWEI,Type-C,2600.0,,华为p30pro,3月,5488.0,3.0,,754689.0,OLED,6.47,192,2019年
49286845422,,,麒麟980,,,2个,3650.0,,Type-C,2200.0,,P30,4月,4288.0,,,754689.0,OLED,6.1,165,2019年
37299954505,,,,,,2个,3400.0,HUAWEI,Micro USB,4200.0,,荣耀10青春版,11月,1488.0,2.0,,596120.0,IPS,6.21,162,2018年
